lang_pair,key_word,translation,POS,SIPlang,Endirection,l1_wordlength,l2_wordlength,tt_seen_p,tt_right_p,nr_grammar_tags,this_POS_prop,propcorr_p,userexperience_log,ld,human_conc,neighbour_overlap,local_alignment_d1,local_alignment_d2,local_alignment_avg,local_alignment_diff,semantic_density_l1,semantic_density_l2,semantic_density_diff,conc_est_l2,conc_est_l1,l2_freq_wfzipf,l1_freq_wfzipf,l2_nrsynsets_wn,l1_nrsynsets_wn,wordexperience_log,userexperience_log,l1_nrsynsets_log,l2_nrsynsets_log,diff_l1_minus_l2_semantic_density,diff_l1_minus_l2_nrsynsets_log,diff_l1_minus_l2_freq_wfzipf
en_from_it,concern,preoccupazione,Noun,it,learners,14,7,8,6,1,1,0.75,18621,0.214,1.7,15,0.330277557,0.051511455,0.190894506,0.278766102,361.7436714,305.8015831,55.94208823,2.88627531,2.748071576,4.75,4.26,7,6,2.079441542,9.832045255,1.945910149,2.079441542,55.94208823,-0.133531393,-0.49
en_from_it,concert,concerto,Noun,it,learners,8,7,8.25,6.875,1,1,0.805265568,10078.875,0.875,4.35,22,0.421733387,0.391472829,0.406603108,0.030260558,247.4777299,255.1737284,-7.695998487,3.343854869,3.616588676,4.55,4.66,3,3,2.037960857,8.793897345,1.386294361,1.386294361,-7.695998487,0,0.11
en_from_it,conclusion,conclusione,Noun,it,learners,11,10,7,6.307692308,1,1,0.906654457,2831.384615,0.909,2.11,12,0.359500876,-0.038356208,0.160572334,0.397857084,325.1543498,302.9379763,22.21637356,2.903486275,2.670574918,4.47,4.57,9,8,1.865040883,7.36296988,2.197224577,2.302585093,22.21637356,-0.105360516,0.1
en_from_it,condition,condizione,Noun,it,learners,10,9,4.578947368,4.578947368,1,1,1,2819.473684,0.8,2.15,17,0.455325736,0.404506217,0.429915976,0.050819519,317.4343119,294.599963,22.83434895,3.031324462,2.924634319,4.91,4.83,13,6,1.442098357,7.157770265,1.945910149,2.63905733,22.83434895,-0.693147181,-0.08
en_from_it,conduct,condurre,Noun,it,learners,8,7,6.75,5.5,1,1,0.819871795,11913.75,0.625,2.08,4,0.051190654,0.078213814,0.064702234,-0.02702316,291.5181049,271.9196341,19.5984708,2.957817649,2.90551498,4.61,4.32,8,9,1.766189757,8.999608474,2.302585093,2.197224577,19.5984708,0.105360516,-0.29
en_from_it,conference,conferenza,Noun,it,learners,10,10,7.777777778,6.703703704,1,1,0.843075032,4263.407407,0.8,3.86,16,0.265202521,0.214362361,0.239782441,0.05084016,247.3014875,224.4478874,22.85360002,3.271741869,3.237176772,5.01,4.7,3,2,1.939024827,7.811445501,1.098612289,1.386294361,22.85360002,-0.287682072,-0.31
en_from_it,confidence,confidenza,Noun,it,learners,10,10,7.2,6,1,1,0.827380952,13034,0.8,2.17,10,0.281972484,0.200091789,0.241032137,0.081880695,325.2354328,283.0097393,42.22569358,2.862005486,3.019510247,4.68,3.81,5,4,1.856569413,9.067405253,1.609437912,1.791759469,42.22569358,-0.182321557,-0.87
en_from_it,conflict,conflitto,Noun,it,learners,9,8,5.333333333,4.666666667,1,1,0.896825397,9417,0.778,2.21,19,0.349593801,0.545772606,0.447683203,-0.196178805,280.7803927,280.3194771,0.460915615,2.958841439,2.921388309,4.77,4.71,9,5,1.612093969,8.493870943,1.791759469,2.302585093,0.460915615,-0.510825624,-0.06
en_from_it,congress,congresso,Noun,it,learners,9,8,4.4,4.4,1,1,1,4847.6,0.889,3.9,25,0.453988225,0.621859434,0.537923829,-0.167871209,239.9398679,223.5037485,16.43611937,3.223028088,3.173834313,4.87,4.69,4,5,1.440681104,8.16767222,1.791759469,1.609437912,16.43611937,0.182321557,-0.18
en_from_it,consequence,conseguenza,Noun,it,learners,11,11,3.833333333,3.166666667,1,1,0.847222222,2893.5,0.727,2.64,14,0.170420661,0.48844953,0.329435096,-0.31802887,379.879412,313.1265893,66.7528227,2.873182964,2.762840114,4.15,4.9,3,3,1.310030843,7.67776743,1.386294361,1.386294361,66.7528227,0,0.75
en_from_it,consider,considerare,Verb,it,learners,11,8,6.938053097,6.008849558,1,1,0.891155047,3486.672566,0.727,1.75,12,0.359131123,0.506180422,0.432655772,-0.147049299,339.3660405,326.2312629,13.1347776,2.899456423,2.615242463,5,4.67,9,7,1.734073988,7.602657346,2.079441542,2.302585093,13.1347776,-0.223143551,-0.33
en_from_it,consideration,considerazione,Noun,it,learners,14,13,4,4,1,1,1,3847.75,0.857,1.86,13,0.217316561,0.243733903,0.230525232,-0.026417342,322.623136,330.1443962,-7.521260257,2.856725438,2.737682707,4.45,4.74,6,6,1.386294361,8.182479657,1.945910149,1.945910149,-7.521260257,0,0.29
en_from_it,constant,costante,Adjective,it,learners,8,8,5.041666667,4.729166667,1,1,0.9315386,3857.333333,0.75,2.04,14,0.277386136,0.186922718,0.232154427,0.090463417,282.2151108,257.3966619,24.8184489,2.988806292,2.777047603,4.55,4.74,5,5,1.533311588,7.849686984,1.791759469,1.791759469,24.8184489,0,0.19
en_from_it,construction,costruzione,Noun,it,learners,11,12,4,4,1,1,1,2641,0.667,3.72,19,0.588907848,0.682002268,0.635455058,-0.093094421,266.5286425,252.3111524,14.21749011,3.234847938,3.056716214,4.93,5.05,7,4,1.370159731,7.701609827,1.609437912,2.079441542,14.21749011,-0.470003629,0.12
en_from_it,consult,consultare,Verb,it,learners,10,7,5.666666667,4.444444444,1,1,0.859259259,9128.777778,0.7,2.14,18,0.352340547,0.247734103,0.300037325,0.104606444,303.2583082,280.1008727,23.1574355,3.002150719,3.203779866,3.88,3.89,4,3,1.572417133,8.759112181,1.386294361,1.609437912,23.1574355,-0.223143551,0.01
en_from_it,contain,contenere,Verb,it,learners,9,7,6.647058824,6.382352941,1,1,0.964544279,4203.323529,0.444,2.74,16,0.244417901,0.326271803,0.285344852,-0.081853901,284.968019,244.5408746,40.42714444,3.123373518,2.895674,4.57,4.17,6,7,1.809518445,7.673147186,2.079441542,1.945910149,40.42714444,0.133531393,-0.4
en_from_it,content,contenuto,Noun,it,learners,9,7,4.6,4.3,1,1,0.908333333,4594.1,0.778,2.59,11,0.252623159,0.411710745,0.332166952,-0.159087586,301.0104251,295.2765255,5.733899622,3.101310471,3.21520464,4.95,4.88,10,1,1.492209102,8.284819449,0.693147181,2.397895273,5.733899622,-1.704748092,-0.07
en_from_it,contest,gara,Noun,it,learners,4,7,7.125,6.5,1,1,0.939285714,10078.875,0,3.52,8,0.652375816,0.656387455,0.654381636,-0.004011639,251.3022399,238.7003404,12.60189945,3.145576229,3.2788619,4.51,4.72,3,4,1.870364126,8.793897345,1.609437912,1.386294361,12.60189945,0.223143551,0.21
en_from_it,context,contesto,Noun,it,learners,8,7,7.2,5.6,1,1,0.805833333,10067,0.75,2.17,10,0.481544687,0.332806519,0.407175603,0.148738168,318.7429902,333.4724207,-14.72943052,3.024970666,2.901409019,4.73,4.88,2,3,1.789274965,8.585488364,1.386294361,1.098612289,-14.72943052,0.287682072,0.15
en_from_it,continue,continuare,Verb,it,learners,10,8,6.75,6.075,1,1,0.924970238,4695.7,0.8,2.36,15,0.367696473,0.028530502,0.198113488,0.339165971,334.2834553,317.9047968,16.37865855,2.883172793,2.778057381,5.08,4.89,10,3,1.683711534,8.011851003,1.386294361,2.397895273,16.37865855,-1.011600912,-0.19
en_from_it,contract,contratto,Noun,it,learners,9,8,8,8,1,1,1,6666,0.778,4.15,16,0.334647006,0.542699163,0.438673085,-0.208052157,225.805155,231.9531701,-6.148015125,3.159045391,2.909853868,4.93,4.98,12,2,2.079441542,8.804775259,1.098612289,2.564949357,-6.148015125,-1.466337069,0.05
en_from_it,control,controllo,Noun,it,learners,9,7,8.615384615,6.538461538,2,0.833333333,0.823504274,6514.692308,0.778,1.93,18,0.197739764,0.410244762,0.303992263,-0.212504998,279.2717556,257.8407257,21.43102988,3.031520579,3.048045094,5.41,5.27,19,13,1.98509071,8.256877724,2.63905733,2.995732274,21.43102988,-0.356674944,-0.14
en_from_it,convenient,conveniente,Adjective,it,learners,11,10,6.015625,5.71875,1,1,0.952669741,4223.5,0.909,1.85,14,0.554809323,0.447501777,0.50115555,0.107307546,333.8730714,303.6720614,30.20100997,2.860977525,2.555056202,4.13,4.08,2,2,1.683342991,7.910901751,1.098612289,1.098612289,30.20100997,0,-0.05
en_from_it,conversation,conversazione,Noun,it,learners,13,12,4.833333333,4.5,1,1,0.955357143,4411.333333,0.846,3.28,18,0.300200091,0.425481907,0.362840999,-0.125281816,290.8354225,303.1645755,-12.32915302,3.13361696,3.420065896,4.72,4.52,1,1,1.488437745,8.131717714,0.693147181,0.693147181,-12.32915302,0,-0.2
en_from_it,cook,cucinare,Verb,it,learners,8,4,13.18872549,12.26470588,1,1,0.927990725,2172.855392,0.125,4.19,17,0.528121688,0.570192981,0.549157335,-0.042071293,313.1962342,242.158611,71.03762319,3.446114169,3.862487036,4.63,4.2,7,3,2.367397386,7.125718959,1.386294361,2.079441542,71.03762319,-0.693147181,-0.43
en_from_it,corner,angolo,Noun,it,learners,6,6,5.137931034,5.034482759,1,1,0.978735632,4471.689655,0,4.61,13,0.520803251,0.471924216,0.496363734,0.048879034,246.1475827,244.7085856,1.438997084,3.576836438,3.540111796,4.72,4.66,14,11,1.52315632,8.0508331,2.48490665,2.708050201,1.438997084,-0.223143551,-0.06
en_from_it,cost,costo,Verb,it,learners,5,4,6.688311688,5.883116883,2,0.936170213,0.870225487,4119.298701,0.8,2.85,24,0.540640179,0.639069263,0.589854721,-0.098429084,291.0176259,287.8704577,3.147168151,3.014319731,2.85695864,5.21,4.88,5,3,1.778929708,7.78299311,1.386294361,1.791759469,3.147168151,-0.405465108,-0.33
en_from_it,council,concilio,Noun,it,learners,8,7,5.6,5.2,1,1,0.92,9300,0.625,2.73,11,0.121854998,0.379458499,0.250656748,-0.2576035,233.8679438,226.4357554,7.432188399,3.249787771,2.975542159,5.19,4.09,3,1,1.599263446,8.299745624,0.693147181,1.386294361,7.432188399,-0.693147181,-1.1
en_from_it,count,contare,Verb,it,learners,7,5,8,7.413043478,1,1,0.947669107,4611.73913,0.429,3.57,3,-0.037838497,-0.095873497,-0.066855997,0.058035,314.9968736,199.6263059,115.3705677,3.225447336,2.96918756,4.83,4.46,12,9,1.8848109,7.816881602,2.302585093,2.564949357,115.3705677,-0.262364264,-0.37
en_from_it,country,paese,Noun,it,learners,5,7,8.08988764,7.112359551,1,1,0.892567536,4305.101124,0,4.17,13,0.434926715,0.506587808,0.470757262,-0.071661093,277.1409415,252.0063836,25.13455794,3.30072499,3.552964359,5.52,5.58,5,5,1.877850174,7.913108766,1.791759469,1.791759469,25.13455794,0,0.06
en_from_it,couple,coppia,Noun,it,learners,6,6,5,4.576923077,1,1,0.913141026,3938.538462,0.5,3.93,15,0.46776428,0.16540386,0.31658407,0.30236042,227.9508798,299.169966,-71.21908617,3.221420044,3.376316904,5.14,4.78,9,6,1.539769021,7.772206649,1.945910149,2.302585093,-71.21908617,-0.356674944,-0.36
en_from_it,course,corso,Noun,it,learners,5,6,5.25,5.125,1,1,0.96875,3173.375,0.667,3.82,8,0.08873775,0.208731305,0.148734527,-0.119993555,254.3432299,296.4223016,-42.07907175,3.112823367,3.002022161,5.45,5.43,13,7,1.553066656,7.834928521,2.079441542,2.63905733,-42.07907175,-0.559615788,-0.02
en_from_it,court,corte,Noun,it,learners,5,5,7,6,1,1,0.861111111,17208.66667,0.6,4.31,15,0.564116175,0.33568732,0.449901748,0.228428855,228.330484,232.8003171,-4.469833093,3.347249682,3.364674918,5.39,5.09,14,4,1.791759469,8.922499828,1.609437912,2.708050201,-4.469833093,-1.098612289,-0.3
en_from_it,cover,coprire,Verb,it,learners,7,5,5.733333333,4.533333333,1,1,0.744550265,6348.8,0.429,3.46,2,0.393577029,-0.40201444,-0.004218705,0.795591469,298.0503098,268.5740168,29.47629302,3.418016565,3.255234622,5.05,4.29,36,13,1.610188139,8.05212717,2.63905733,3.610917913,29.47629302,-0.971860583,-0.76
en_from_it,crab,granchio,Noun,it,learners,8,4,10.88938053,10.12831858,1,1,0.925718377,1637.393805,0.25,4.9,25,0.641681994,0.746886734,0.694284364,-0.10520474,241.3350654,208.5050612,32.83000426,3.865872159,3.862696984,3.74,3.19,11,3,2.243529805,6.816955068,1.386294361,2.48490665,32.83000426,-1.098612289,-0.55
en_from_it,create,creare,Verb,it,learners,6,6,5.485714286,5,1,1,0.902305195,4915.4,0.833,2.62,22,0.38401227,0.444104267,0.414058268,-0.060091997,314.7887882,290.9422584,23.84652974,3.066696393,2.987498183,5.03,5.04,6,6,1.589818193,7.975990367,1.945910149,1.945910149,23.84652974,0,0.01
en_from_it,credit,credito,Noun,it,learners,7,6,3.5,3.5,1,1,1,4968.5,0.857,2.71,17,0.562028263,0.619004674,0.590516468,-0.056976411,270.5219009,240.0283596,30.49354132,3.179058124,3.027733152,4.95,4.74,13,4,1.242453325,8.448813143,1.609437912,2.63905733,30.49354132,-1.029619417,-0.21
en_from_it,crib,culla,Noun,it,learners,5,4,6.25,5.555555556,1,1,0.89598935,4089.138889,0.2,4.86,7,0.211995558,0.13954134,0.175768449,0.072454217,220.4343519,244.5838571,-24.14950524,3.818235219,3.61057643,3.4,3.77,8,5,1.74130415,7.719347864,1.791759469,2.197224577,-24.14950524,-0.405465108,0.37
en_from_it,crime,reato,Noun,it,learners,5,5,3.8,3.6,1,1,0.933333333,4377.6,0,3.03,11,0.548929162,0.606582228,0.577755695,-0.057653066,268.9591815,247.5758488,21.38333276,3.195427165,2.857299482,4.93,4.59,2,2,1.268071861,8.059389453,1.098612289,1.098612289,21.38333276,0,-0.34
en_from_it,crisis,crisi,Noun,it,learners,5,6,6,5,1,1,0.835064935,10184.2,0.833,2.33,20,0.525231977,0.586070867,0.555651422,-0.06083889,268.7247294,256.6279403,12.09678912,3.040220796,2.847462752,4.74,5.12,2,5,1.700537701,8.517408516,1.791759469,1.098612289,12.09678912,0.693147181,0.38
en_from_it,crop,coltivazioni,Noun,it,learners,12,4,5.875,4.375,1,1,0.767708333,5992.625,0.167,4.24,20,0.646108031,0.504463212,0.575285622,0.141644818,259.6339832,237.4575458,22.17643744,3.532924229,3.447861675,4.23,3.7,12,0,1.616919859,8.420969764,0,2.564949357,22.17643744,-2.564949357,-0.53
en_from_it,cross,attraversare,Noun,it,learners,12,5,4.565217391,4.52173913,1,1,0.992753623,5607.217391,0.167,4.44,4,-0.013995616,0.086421225,0.036212805,-0.100416841,285.4583569,207.6956094,77.76274747,3.468125316,3.342872546,5.02,4.1,16,6,1.460755279,8.030858104,1.945910149,2.833213344,77.76274747,-0.887303195,-0.92
en_from_it,crown,corona,Noun,it,learners,6,5,4.857142857,4.666666667,1,1,0.961848073,4994,0.5,4.81,11,0.587396324,0.564047582,0.575721953,0.023348742,231.5806337,219.6597293,11.92090439,3.339367468,3.433301277,4.66,4.35,16,12,1.511011985,8.093324229,2.564949357,2.833213344,11.92090439,-0.268263987,-0.31
en_from_it,cultural,culturale,Adjective,it,learners,9,8,6.594594595,6.027027027,1,1,0.914725844,3787.459459,0.889,2.1,21,0.434138947,0.707829047,0.570983997,-0.273690099,278.7816163,242.213021,36.56859532,2.896755179,2.706523941,4.85,4.97,4,2,1.782926929,7.638618671,1.098612289,1.609437912,36.56859532,-0.510825624,0.12
en_from_it,culture,cultura,Noun,it,learners,7,7,5.307692308,5.230769231,1,1,0.974358974,4045.115385,0.857,2.04,27,0.596317163,0.794045536,0.695181349,-0.197728373,266.8906831,248.0144962,18.87618688,3.115607265,3.048172999,5.06,5.29,8,6,1.549307044,7.92012926,1.945910149,2.197224577,18.87618688,-0.251314428,0.23
en_from_it,cup,tazza,Noun,it,learners,5,3,4.782608696,4.391304348,1,1,0.911264822,5352.130435,0,5,6,0.67358233,-0.073522559,0.300029886,0.747104889,260.2963176,205.6934303,54.60288723,3.244919494,4.325573145,5.11,3.95,11,2,1.479375652,7.946705674,1.098612289,2.48490665,54.60288723,-1.386294361,-1.16
en_from_it,currency,valuta,Noun,it,learners,6,8,5.5,4.75,1,1,0.886904762,9371.75,0,4.25,20,0.702130464,0.586131308,0.644130886,0.115999156,251.2767804,245.5266477,5.750132689,3.276055031,3.143540086,4.45,4.15,3,2,1.657010344,8.956682807,1.098612289,1.386294361,5.750132689,-0.287682072,-0.3
en_from_it,currently,attualmente,Adverb,it,learners,11,9,8.125,7.178571429,1,1,0.864614035,4360.339286,0.273,2.14,17,0.479446744,0.584585822,0.532016283,-0.105139078,214.6588205,222.9195228,-8.260702223,2.944384031,2.729603056,5.09,4.9,1,2,1.925059611,7.840449692,1.098612289,0.693147181,-8.260702223,0.405465108,-0.19
en_from_it,cut,tagliare,Verb,it,learners,8,3,5.516129032,5,1,1,0.903366615,3553.548387,0,4.11,7,0.147103539,0.126290548,0.136697044,0.020812991,300.5734553,276.7662407,23.80721456,3.429052057,3.679190265,5.21,4.32,70,17,1.602691482,7.827997027,2.890371758,4.262679877,23.80721456,-1.372308119,-0.89
en_from_it,cycle,ciclo,Noun,it,learners,5,5,6.290322581,5.967741935,1,1,0.940971255,3665.44086,0.6,3.64,9,0.230235686,0.268632675,0.249434181,-0.038396989,218.2371567,218.5380706,-0.300913889,3.199351373,3.174066413,4.59,4.65,11,4,1.735471476,7.624694191,1.609437912,2.48490665,-0.300913889,-0.875468737,0.06
en_from_it,dad,papà,Noun,it,learners,4,3,5.885496183,5.694656489,1,1,0.970206977,3430.625954,0.25,4.29,19,0.381072608,0.547155729,0.464114168,-0.166083121,249.1447153,282.5865325,-33.44181723,3.447940391,3.619058806,4.92,4.65,1,1,1.660148522,7.600938641,0.693147181,0.693147181,-33.44181723,0,-0.27
en_from_it,damage,danni,Noun,it,learners,5,6,3,3,1,1,1,1632.5,0.333,3.2,23,0.408376185,0.403901515,0.40613885,0.00447467,249.0444162,261.8588586,-12.81444237,3.161536247,2.998372827,4.89,4.89,7,0,1.098612289,7.299939786,0,2.079441542,-12.81444237,-2.079441542,0
en_from_it,dance,ballare,Noun,it,learners,7,5,4.714285714,4.285714286,1,1,0.911564626,6272.285714,0.286,4.32,9,0.298109455,0.270784146,0.284446801,0.02732531,305.497099,247.5714861,57.92561282,3.4504088,3.522003253,4.92,4.16,7,4,1.490671981,8.411416852,1.609437912,2.079441542,57.92561282,-0.470003629,-0.76
en_from_it,danger,pericolo,Noun,it,learners,8,6,4.75,4.5,1,1,0.964285714,4685.75,0,2.68,19,0.563788192,0.657560752,0.610674472,-0.09377256,272.4427709,311.1181007,-38.67532975,2.969511021,3.089214773,4.62,4.83,4,4,1.510063678,8.436165638,1.609437912,1.609437912,-38.67532975,0,0.21
en_from_it,dark,scuro,Noun,it,learners,5,4,5.454545455,5.090909091,1,1,0.943722944,5404,0.2,4.29,17,0.55489764,0.448188289,0.501542965,0.10670935,275.0472301,260.2459901,14.80123998,3.154509804,3.493074979,5.03,4.06,16,7,1.66534855,8.317248268,2.079441542,2.833213344,14.80123998,-0.753771802,-0.97
en_from_it,date,data,Noun,it,learners,4,4,5.011494253,4.793103448,1,1,0.966467377,2683.678161,0.75,3.9,8,0.038814585,0.079049332,0.058931959,-0.040234747,241.6476686,240.4688716,1.178796951,3.21598363,2.904058683,5.18,5.25,13,5,1.509310766,7.477287933,1.791759469,2.63905733,1.178796951,-0.84729786,0.07
en_from_it,daughter,figlia,Noun,it,learners,6,8,5.526785714,4.946428571,1,1,0.894202062,3296.732143,0.125,4.79,28,0.784832209,0.812401401,0.798616805,-0.027569193,251.0948261,242.7811439,8.313682195,3.482914266,3.583746338,5.03,5.01,1,1,1.588226933,7.592709987,0.693147181,0.693147181,8.313682195,0,-0.02
en_from_it,day,giorno,Noun,it,learners,6,3,5.894736842,5.394736842,1,1,0.917542736,3170.964912,0,3.92,23,0.791518377,0.808998557,0.800258467,-0.01748018,302.5443802,289.1527517,13.3916285,3.306252683,3.342971251,5.93,5.83,10,9,1.637237591,7.531518204,2.302585093,2.397895273,13.3916285,-0.09531018,-0.1
en_from_it,deal,accordo,Verb,it,learners,7,4,7,5.603448276,2,0.911330049,0.789616935,4410.948276,0,2.37,8,0.516803191,0.510840242,0.513821717,0.005962949,274.3543243,288.0471625,-13.6928382,3.106970826,2.948252498,5.29,5.39,22,7,1.787556706,7.792946857,2.079441542,3.135494216,-13.6928382,-1.056052674,0.1
en_from_it,death,morte,Noun,it,learners,5,5,8,8,1,1,1,20071.66667,0.2,3.73,25,0.563044108,0.544118096,0.553581102,0.018926013,270.0889599,262.4684849,7.620475032,3.155409799,2.996449467,5.42,5.49,8,5,1.993804737,9.717199484,1.791759469,2.197224577,7.620475032,-0.405465108,0.07
en_from_it,debate,dibattito,Noun,it,learners,9,6,5.5,4,1,1,0.708333333,10471,0.444,3.18,8,0.283477645,0.044046806,0.163762225,0.239430839,293.9396057,227.0891853,66.85042038,2.952528178,3.074256874,4.64,4.59,6,4,1.589026915,8.790899331,1.609437912,1.945910149,66.85042038,-0.336472237,-0.05
en_from_it,debt,debito,Noun,it,learners,6,4,6,5.5,1,1,0.928571429,4712.75,0.667,2.72,22,0.640821546,0.611959061,0.626390304,0.028862485,271.3649342,249.1723635,22.19257065,3.086048877,2.934917024,4.68,4.69,3,3,1.728930862,8.12303372,1.386294361,1.386294361,22.19257065,0,0.01
en_from_it,decade,decennio,Noun,it,learners,8,6,5.929292929,5.808080808,1,1,0.974915825,3326.787879,0.375,3.19,17,0.535064723,0.569592023,0.552328373,-0.0345273,276.7454758,281.9775611,-5.23208526,3.087619913,2.954188561,4.48,4.32,2,1,1.675370381,7.577269929,0.693147181,1.098612289,-5.23208526,-0.405465108,-0.16
en_from_it,decide,decidere,Verb,it,learners,8,6,9.619047619,8.095238095,1,1,0.908585859,6257.47619,0.75,1.92,18,0.349440879,0.496755035,0.423097957,-0.147314156,338.4410655,317.1360839,21.30498165,2.887957862,2.765475771,4.78,4.67,4,6,2.024902911,8.361067258,1.945910149,1.609437912,21.30498165,0.336472237,-0.11
en_from_it,decision,decisione,Noun,it,learners,9,8,6.210526316,5.052631579,1,1,0.841290727,2849.578947,0.889,2.19,17,0.511782769,0.504463362,0.508123065,0.007319407,289.7972374,276.230359,13.56687834,3.02113285,2.788362487,5.17,4.92,5,7,1.782791976,7.125958734,2.079441542,1.791759469,13.56687834,0.287682072,-0.25
en_from_it,declare,dichiarare,Verb,it,learners,10,7,5.611111111,4.944444444,1,1,0.863888889,5564.5,0.5,2,20,0.465325625,0.51513529,0.490230458,-0.049809665,320.8811406,281.0966613,39.78447931,2.855648466,2.737522812,4.09,4.13,8,5,1.642889984,8.021212062,1.791759469,2.197224577,39.78447931,-0.405465108,0.04
en_from_it,decrease,diminuzione,Noun,it,learners,11,8,4,3.666666667,1,1,0.916666667,4372,0.182,2.68,25,0.557342459,0.5617035,0.55952298,-0.004361042,285.1083315,253.0667936,32.04153797,3.089013251,2.801862763,4.24,4.19,6,4,1.335722623,8.273098784,1.609437912,1.945910149,32.04153797,-0.336472237,-0.05
en_from_it,deep,profondo,Adjective,it,learners,8,4,6.214285714,5.857142857,1,1,0.942176871,7038.714286,0,3.38,11,0.346572713,0.443916795,0.395244754,-0.097344082,265.1273691,241.9342079,23.19316116,3.187551211,2.818365764,4.99,4.61,21,7,1.694855498,8.27099607,2.079441542,3.091042453,23.19316116,-1.011600912,-0.38
en_from_it,defense,difesa,Noun,it,learners,6,7,5.333333333,5.333333333,1,1,1,9032,0.571,2.45,24,0.553132149,0.399590483,0.476361316,0.153541666,238.0841337,234.3930637,3.691069927,3.114159049,3.011331867,4.85,5.02,12,4,1.493132891,8.446648934,1.609437912,2.564949357,3.691069927,-0.955511445,0.17
en_from_it,define,definire,Verb,it,learners,8,6,5.333333333,4.416666667,1,1,0.81984127,7230.916667,0.75,2.15,22,0.514398696,0.555464688,0.534931692,-0.041065993,309.9346304,264.5234696,45.41116075,2.92181365,2.607017845,4.39,4.52,5,4,1.61086958,8.401786823,1.609437912,1.791759469,45.41116075,-0.182321557,0.13
en_from_it,definitely,sicuramente,Adverb,it,learners,11,10,6.868421053,5.473684211,1,1,0.801235175,4005.342105,0.091,1.74,16,0.439371995,0.381745768,0.410558881,0.057626227,355.6435143,367.8305317,-12.18701738,2.845535341,2.698931397,4.84,4.97,1,3,1.798609394,7.837751676,1.386294361,0.693147181,-12.18701738,0.693147181,0.13
en_from_it,definition,definizione,Noun,it,learners,11,10,3.5,3.5,1,1,1,4888,0.818,3.07,17,0.555063966,0.587326264,0.571195115,-0.032262298,300.9011015,276.1750372,24.72606432,2.914545095,2.757626219,4.69,4.74,2,3,1.242453325,8.423576632,1.386294361,1.098612289,24.72606432,0.287682072,0.05
en_from_it,degree,laurea,Noun,it,learners,6,6,4.8,4.4,1,1,0.896666667,4677.1,0.333,3,21,0.550498411,0.708116476,0.629307444,-0.157618064,235.465123,234.2065606,1.25856235,3.153537996,3.042948738,4.93,4.46,7,0,1.508866422,8.344723278,0,2.079441542,1.25856235,-2.079441542,-0.47
en_from_it,deliver,consegnare,Verb,it,learners,10,7,6,5.363636364,1,1,0.914580874,3295.136364,0.1,3.12,17,0.576647226,0.52729406,0.551970643,0.049353166,302.4469734,281.8657306,20.58124275,2.95761879,3.210916533,4.53,4.03,12,1,1.625492233,7.709688927,0.693147181,2.564949357,20.58124275,-1.871802177,-0.5
en_from_it,delivery,consegna,Noun,it,learners,8,8,8.25,7,1,1,0.82797619,8015.5,0,3.69,8,0.633315618,0.599060926,0.616188272,0.034254692,272.3517211,265.2892358,7.062485243,3.038684968,3.156182455,4.52,4.4,7,2,2.029924063,8.509468749,1.098612289,2.079441542,7.062485243,-0.980829253,-0.12
en_from_it,demand,richiesta,Verb,it,learners,9,6,5.181818182,4.545454545,2,0.830508475,0.866196051,4761.227273,0,2.41,4,0.097234765,-0.02709952,0.035067622,0.124334285,284.7912385,298.3421423,-13.55090387,2.979082856,2.97871337,4.85,4.97,11,5,1.562992217,7.78911666,1.791759469,2.48490665,-13.55090387,-0.693147181,0.12
en_from_it,demonstrate,dimostrare,Verb,it,learners,10,11,10.53333333,8.6,1,1,0.842141441,6997,0.727,2.53,17,0.215872483,0.261868544,0.238870514,-0.045996061,337.5791287,318.8824567,18.696672,2.92221864,2.731652376,4.22,4.66,4,5,2.0106906,8.230479,1.791759469,1.609437912,18.696672,0.182321557,0.44
en_from_it,deny,negare,Verb,it,learners,6,4,3.5,3,1,1,0.861111111,3392,0.167,2.2,16,0.352787637,0.479251126,0.416019382,-0.126463489,337.7385407,303.1739363,34.56460437,2.767336897,2.52456645,4.35,4.26,7,4,1.242453325,7.856733482,1.609437912,2.079441542,34.56460437,-0.470003629,-0.09
en_from_it,department,dipartimento,Noun,it,learners,12,10,5.35,4.525,1,1,0.851369048,4107.425,0.75,3.3,22,0.211692314,0.544782207,0.37823726,-0.333089893,195.0015786,214.244736,-19.24315743,3.350460734,3.11154926,5.23,4.74,3,2,1.546817723,7.691084885,1.098612289,1.386294361,-19.24315743,-0.287682072,-0.49
en_from_it,departure,partenza,Noun,it,learners,8,9,8.925925926,8.481481481,1,1,0.954548127,3661.962963,0.333,3.07,14,0.257825651,0.646082318,0.451953985,-0.388256667,277.0711467,265.2372696,11.83387709,3.02453264,3.102926647,4.31,4.72,3,2,2.108003925,7.417583779,1.098612289,1.386294361,11.83387709,-0.287682072,0.41
en_from_it,depth,profondità,Noun,it,learners,10,5,8.333333333,6,1,1,0.601851852,19197,0.1,3.11,16,0.698015486,0.434721195,0.566368341,0.263294291,262.525882,235.9536067,26.57227527,3.128452192,3.05106702,4.53,4.34,6,5,2.022808529,9.673255618,1.791759469,1.945910149,26.57227527,-0.15415068,-0.19
